eig1,eig2,eig3,eig4,eig5,eig6,eig7,eig8
9.300024574357621532e+00,5.782301518253898820e+00,5.065434357354926753e+00,4.093345632698415670e+00,3.127640719472614794e+00,2.790800931708892652e+00,2.344176360389944591e+00,2.157658097076365689e+00
9.333454075071475842e+00,5.786346724215057691e+00,5.020795796684362600e+00,4.068666417586792150e+00,3.095457870957531998e+00,2.846963854165402541e+00,2.372195881287012309e+00,2.139040764885635326e+00
9.304616364528239814e+00,5.821524492751900759e+00,5.010834177472101914e+00,4.088034933886680378e+00,3.064733788986665264e+00,2.810266285203294689e+00,2.396236919423301970e+00,2.128789016154930103e+00
9.247724973424908512e+00,5.801976476557864082e+00,4.964878055617502284e+00,4.145830088366789568e+00,3.050389373641801960e+00,2.784242745549926124e+00,2.373041636383701469e+00,2.127986195088742427e+00
9.340531901992743968e+00,5.775802314674558957e+00,4.933567233769984739e+00,4.143971760449394637e+00,3.069533066731940263e+00,2.761272755311976912e+00,2.360716406596673256e+00,2.117503811589457552e+00
9.304364194690489143e+00,5.794540150009075852e+00,4.897216366335309878e+00,4.114284914994827069e+00,3.050127053433242086e+00,2.739163017756883978e+00,2.347031511519247715e+00,2.159903728091882691e+00
9.228458481362519450e+00,5.777999185496040191e+00,4.940284072140769922e+00,4.093053995740360662e+00,3.107766821680382208e+00,2.717426230198567882e+00,2.333289414763466851e+00,2.194129939065924351e+00
9.224553525620546424e+00,5.876217129656747140e+00,5.009203274626726987e+00,4.015349091809607529e+00,3.080748802304744238e+00,2.829748554753630962e+00,2.306529870755347655e+00,2.164901211452030960e+00
9.181178981337584588e+00,5.836727753813975461e+00,5.018113525561985533e+00,3.968625328341031100e+00,3.100516090707655437e+00,2.818800290872797820e+00,2.274854021542591642e+00,2.154155879189827427e+00
9.242087515424941557e+00,5.757095623315107602e+00,5.241648396117845721e+00,3.938349000213054119e+00,3.062715382485419191e+00,2.782872303736867892e+00,2.265680872129228973e+00,2.103863512607646591e+00
9.201681127070955313e+00,5.762342106333925962e+00,5.209314920720641950e+00,3.975951882313122354e+00,3.047082596183400049e+00,2.767441839276250537e+00,2.326644010896147474e+00,2.114332249240788109e+00
9.152865349598449995e+00,5.720321433851833781e+00,5.175934677522049832e+00,3.947101258918707778e+00,3.034691636998238629e+00,2.754465104819693089e+00,2.362694187691117609e+00,2.101401378849759194e+00
9.121037501171052497e+00,5.683727299057155236e+00,5.160149533098879360e+00,3.930372137088332885e+00,3.034957070054497219e+00,2.749493798016676482e+00,2.359130695256304477e+00,2.092597870622584733e+00
9.268181510225417696e+00,5.633760449211638210e+00,5.070929957402523947e+00,3.912824710140890616e+00,2.991018865444693642e+00,2.764116307002829842e+00,2.318769311048068271e+00,2.046814887659889060e+00
9.248497458730906118e+00,5.591782790527987324e+00,5.040867432723438846e+00,3.878954102873989562e+00,2.992680386471858078e+00,2.738125248665149059e+00,2.370367728840429233e+00,2.034823502090788327e+00
9.458380012319697272e+00,5.541636595888024708e+00,5.014713196636646053e+00,3.879019052532616918e+00,2.978572306561690031e+00,2.721169129354114258e+00,2.363153116894205485e+00,2.031867143785263785e+00
9.372187133191051345e+00,5.553018354505439014e+00,5.056453322724563826e+00,3.863383337297334741e+00,2.968132022944656612e+00,2.704163062342838764e+00,2.358196565964822522e+00,2.009264905323416173e+00
9.346155164151507933e+00,5.498467694695746921e+00,5.127482124821297838e+00,3.870427689055737197e+00,2.947058522341676756e+00,2.710602121206201698e+00,2.376645992476533298e+00,1.996255724315705971e+00
9.312481759594884778e+00,5.480098898966095256e+00,5.100092271309653924e+00,3.854156286880637161e+00,2.954725844482521069e+00,2.714752028306964160e+00,2.370594268731144982e+00,1.996287144104863742e+00
9.301628084605123803e+00,5.458675839690740439e+00,5.060404556153035749e+00,3.833887854216274427e+00,2.957534558741911734e+00,2.690805647828688141e+00,2.398833253939296473e+00,2.004731335678428650e+00
9.381686635664980400e+00,5.426625002932656372e+00,5.062035533438431933e+00,3.815300668523319061e+00,2.922463590192580174e+00,2.664852757708361608e+00,2.424747337527551228e+00,2.020867363507873549e+00
9.331523978306830003e+00,5.406493276655092828e+00,5.055156795623011234e+00,3.791690492619493646e+00,3.024056655210116684e+00,2.675116022916913749e+00,2.420178166465339675e+00,1.999143831627252510e+00
9.272029421829827811e+00,5.368575128415839615e+00,5.034288305660792773e+00,3.790899546143509546e+00,3.014958949211267392e+00,2.671464009547845020e+00,2.450954866769237128e+00,1.991904641318079872e+00
9.202372040888263882e+00,5.436715355141669370e+00,5.038466536046267485e+00,3.823908534420412231e+00,3.001868996572896631e+00,2.678276749896092657e+00,2.438993177940325552e+00,1.978360706168491356e+00
9.235972495763487444e+00,5.406971402883425704e+00,5.053703070482929327e+00,3.788777970617148050e+00,2.997427822059603120e+00,2.654650661848900750e+00,2.432630477066474395e+00,1.972819806305528001e+00
9.320369531907548577e+00,5.389692536172915993e+00,5.066896129577891372e+00,3.813038407987500378e+00,2.994852787700747587e+00,2.637096216731253051e+00,2.427168167028463941e+00,1.960577996341082319e+00
9.746709662801794849e+00,5.306335335878850756e+00,4.991703181529842936e+00,3.757353564019082270e+00,2.988405106848503134e+00,2.668343673446970321e+00,2.402591032685435390e+00,1.972128116101502293e+00
