cell_rank,dpt
723,1.4284593163804737
724,1.4309352099222765
725,1.4311117218397609
726,1.431716964430259
727,1.4346398247377108
728,1.4346637511279339
729,1.4357779276077882
730,1.4359283545704495
731,1.4363185021090652
732,1.4371795282250566
733,1.4378227337715161
734,1.4386798617913457
735,1.4388690602767622
736,1.440167236325942
737,1.4415682843445703
738,1.4415929913564616
739,1.4431074738549903
740,1.443927559479873
741,1.4442638178271798
742,1.4453189358371719
743,1.4454982940336487
744,1.4467688326749253
745,1.4470374635818934
746,1.447599131752162
747,1.447612442779996
748,1.4493894391597646
749,1.450594340718525
750,1.4525570423085974
751,1.4531409325488962
752,1.4534046277679329
753,1.4539789414622202
754,1.4547799831797261
755,1.4567841062025222
756,1.4571859987201252
757,1.4571968599252028
758,1.458271404021031
759,1.458958879229519
760,1.460476442247922
761,1.4605441117608213
762,1.4605986889330376
763,1.460664044958093
764,1.4610871857887402
765,1.461197231025425
766,1.4612607987335282
767,1.4626028638942892
768,1.4632457483872146
769,1.4634392360847914
770,1.4651698844802294
771,1.4659931554901269
772,1.4662824778577566
773,1.4665038957270256
774,1.467213937926388
775,1.4674937568633735
776,1.4699290190827268
777,1.4710420454738746
778,1.4730239335664326
779,1.4732505672014886
780,1.475143442298574
781,1.4759880254311846
782,1.4789004336406277
783,1.4798237128078573
784,1.4808825791020808
785,1.481683862101726
786,1.4831721231191026
787,1.4845061284948475
788,1.4848952004718128
789,1.485848397839616
790,1.486072326234724
791,1.4863465122096642
792,1.4868221152583174
793,1.4876159168362186
794,1.4876964493268805
795,1.4929749317214231
796,1.493974180290152
797,1.4966052206161538
798,1.497162887325242
799,1.506646888985202
800,1.5078108392667249
801,1.5079900814852802
802,1.5100612351794476
803,1.5101452765601013
804,1.5146706819166313
805,1.514702804156983
806,1.5149957153890756
807,1.5152329428058866
808,1.516908416900352
809,1.51946528399736
810,1.5226553543276669
811,1.525807329216096
812,1.5378962798402915
813,1.5394031292720771
814,1.5408749382248819
815,1.543514679919899
816,1.5492578811294202
817,1.5683985729661594
818,1.5718563485808112
819,1.5822932968856838
820,1.5935816800847842
821,1.594622346698675
822,1.5992152942595863
823,1.6004503625707218
824,1.6017939030721173
825,1.6039635168359994
826,1.604448987559768
827,1.6144791216019665
828,1.6153749239484008
829,1.615658499449341
830,1.621470350069131
831,1.623547693690087
832,1.6273963773662694
833,1.6293483810262839
834,1.6314860374725084
835,1.6327410011124404
836,1.6346665442608088
837,1.6356933009314882
838,1.6368619806516114
839,1.6391501877496042
840,1.6392811817709343
841,1.6407903249688223
842,1.6485378036444478
843,1.6509895277278137
844,1.6512774401722505
845,1.6518363544558257
846,1.651854128626538
847,1.653247775999164
848,1.6543413760393597
849,1.6549704030299919
850,1.656759631935838
851,1.6584393557997408
852,1.6592199700667642
853,1.6596674282503074
854,1.664376660000464
855,1.6661775788395885
856,1.666649303254223
857,1.6700711825323604
858,1.6715476644691554
859,1.6722268259575095
860,1.6730287881928367
861,1.6738082513574344
862,1.6762614098920914
863,1.6787468903868954
864,1.679710879283281
865,1.6798578054517312
866,1.68018174912835
867,1.6825365766541185
868,1.6871123802994603
869,1.6880299339460088
870,1.6888642209402938
871,1.6895001934730716
872,1.6901935268576649
873,1.6917471388820025
874,1.6974401285126879
875,1.698302466726493
876,1.7032786200931624
877,1.7047473283631946
878,1.7053015878738693
879,1.7057011217083498
880,1.7102450664369215
881,1.7140488439133528
882,1.7153223377777016
883,1.7169313752043447
884,1.7176288904461652
885,1.7187929591337048
886,1.7191154221288791
887,1.7202218243093932
888,1.7229498108819363
889,1.7260940506085247
890,1.728764034935623
891,1.7357935929082284
892,1.7360340219151573
893,1.7432084160577557
