eig1,eig2,eig3,eig4,eig5,eig6,eig7,eig8
10.553942847815968,8.895145765465465,5.985706317098653,5.283766182546069,4.885921416942371,4.626611834413788,4.102367938550262,3.2692084228660407
10.320851956566374,9.448245802623015,6.312515118139902,4.995075503970322,4.709028865956425,4.198391414933253,3.8834032875036084,2.9577913096178428
10.61959797634253,8.418016021511136,6.268535402384379,4.83988860373794,4.550045819535891,4.273819835030325,3.622206273552949,3.428366115760988
12.080240979380768,7.055781624954018,6.44770362801023,5.028296972998008,4.200881646520581,3.9671591932628907,3.407422753832885,3.166539039884689
11.661250486340503,7.1717234844044615,6.338349734941864,4.935366385678978,4.225490030719265,3.9471114993978076,3.37369662766479,3.1179604820782005
12.50940754260742,7.780611487623566,5.8030141602493535,4.913802138832787,4.040340233413635,3.5903161559878116,3.2913587138167215,2.8161437918503918
12.392578292163588,7.5734155955697755,5.6344891658369525,4.8965929225468985,4.30055867923665,3.368491565183909,3.116616718280405,2.75933191918008
12.066741621315305,7.522631791503535,6.173087013254461,4.8021355994820025,4.073586871807011,3.4664095629438783,2.9633203187762387,2.6544204607672826
11.868683290175287,7.858555888799191,6.071767964231125,4.747593579366141,3.948017796917774,3.357688078748242,2.873213691085708,2.6321775520653055
11.573953018254894,7.712419572177436,5.898180334858526,4.737961856066818,4.356583030506335,3.3056399298114476,2.7854736304785437,2.749460427673321
11.660874564349214,7.623488062854612,5.742339335032964,4.609379449430642,4.249544295408939,3.2173213801106946,2.710527032181689,2.684247712759857
11.400988393836315,7.445678452973724,5.613072391507221,4.721262929208245,4.182843521550409,3.1888118233622076,2.6612314985769263,2.6141954051209595
11.26121162286146,7.395815829958902,5.549836096812314,4.680685267368283,4.123824670182076,3.121776593070978,2.6465205572074155,2.5968711595967173
11.185476145845406,7.418908700616282,5.457923284028167,4.64045042605635,4.03112281987414,3.064998260243887,2.9262692290822128,2.4679577396754704
11.244309016636716,7.09005108278763,5.785350187122859,4.579477619103465,4.032679170337956,3.4321915431496506,2.820735532139288,2.4323155047896305
10.94072399039868,7.051356923152218,5.906506680734179,4.463113854772415,3.9480227617760044,3.325717553400792,2.8541158468981638,2.362143189287027
10.830640201061094,6.902213005691234,5.795755035508897,4.612141740368757,3.8482547036172132,3.3037236115542266,2.770778609583809,2.4440657348452666
10.678079238956748,6.762504372742006,5.656119085105453,4.762444008396639,3.7502621066273596,3.2456847991457214,2.9735194871703388,2.3770343511292005
10.605322466855043,6.642920440880166,5.504102926938384,4.913655914082276,3.7249314162307403,3.1489883355213424,2.962256202266487,2.308397193263678
10.355784386758831,6.516337172917147,5.39613535655636,4.8171506901925225,3.672747389381785,3.3661343512713024,2.8881424194175476,2.432825400281633
10.170080640859723,6.369317260179877,5.288513770507012,4.83118098101933,3.639415919465428,3.2746266876749646,2.8281680373717735,2.548285611324084
9.865701651301674,6.214884373081275,5.313071567201639,4.992948372799006,3.5640761361276594,3.2019959106893876,2.780691571604784,2.519711201340014
9.8990134095544,6.235457181211939,5.2258444753437825,4.8882821106897945,3.68302967499995,3.150269782766887,2.725987766160084,2.496351529106235
9.68337397327015,6.228264386362212,5.582007794358557,4.808036273610404,3.660223800477387,3.1305060212687548,2.6650631749752463,2.524933464045089
9.678961719270262,6.123605959844619,5.644434634664535,4.900411184971271,3.568551774001948,3.071689572007968,2.6274955807327207,2.5644485440280738
9.56672259788779,6.009168435853642,5.578765478802948,4.822827122951952,3.536502229114167,3.014058910837631,2.730594940983958,2.5398544128440808
9.297195786552372,6.0973389299095135,5.5794743506515845,4.663854155185997,3.3832722166184523,2.977098103004159,2.6681016335517196,2.46913023764415
9.22163535010819,6.3593000637654,5.517315715890551,4.645068196388305,3.3060890372750817,2.9054453366658017,2.615665606094344,2.4854834734455835
10.122771066899954,6.600004608254749,5.376430396366564,4.554603093700521,3.126687596939448,2.8232856916026754,2.6991750246782384,2.4016633490809522
10.110309906020525,6.830637987206327,5.282892065846846,4.508610213768454,3.034298487413905,2.852556234523412,2.6490388894310795,2.3540650290050626
10.024781007822632,6.695922497087768,5.20079524103113,4.499857707074707,3.0083699908783017,2.8430752369933208,2.6466317534197343,2.352609181306379
9.945252501034886,6.7169695771729785,5.10117717760109,4.458885490167337,2.953567498395471,2.7704480803302793,2.6712748944033757,2.34691163795899
9.714468925790204,6.624029258746756,5.186958135042356,4.403358645942004,3.0803310598912717,2.7294055026477504,2.6468569321530615,2.2717146947285007
9.633072971705413,6.656279734122233,5.12251280557783,4.588836781838281,3.0709707854402337,2.7009333672379925,2.641747248887824,2.2385915822339415
9.534016225559881,6.573491878781354,5.036822747013278,4.533326221875419,3.0248548001760986,2.8571758589218734,2.5911038793491996,2.2696417907431314
9.370639610402083,6.555940408918552,5.023802781587409,4.506756214596941,2.982577411123865,2.9680061601271586,2.5722236277030945,2.2759548530137295
9.136277176445162,6.504181827441199,5.121066936280043,4.462588378748105,2.9656444926507413,2.874556109922209,2.5395130565399384,2.3010833832389945
8.988057706370437,6.42508575469609,5.162704351606846,4.393351671663611,2.9331196025927895,2.841326661926351,2.5880134492580185,2.2716868462568383
8.883204416376405,6.38371260532252,5.176411846791314,4.371122419764779,2.8702353468678834,2.822049390386722,2.5397764530217875,2.254466216143398
8.858386849372895,6.319183164829051,5.22937843751336,4.369290260416508,2.834521018639256,2.817826132725787,2.5138556731098625,2.2324872058792353
8.639288475273556,6.298932764632507,5.100524260584504,4.858735105861247,2.8469390172488436,2.74938495666845,2.4443082592024235,2.284933945144046
8.552828988160211,6.483718668377568,4.978948624757438,4.709034431843372,2.8191492461924623,2.7062826132149835,2.453235894097273,2.25225003147842
8.471925193589435,6.458222899589366,5.04448934309568,4.685681275146776,2.7745603570463953,2.686991841895368,2.4732362432550787,2.281233318521136
8.487927796380166,6.318861703397627,5.042189796494365,4.645236848980544,2.7791009012634778,2.6808032532150894,2.462274725760902,2.366851952488226
8.53034813353958,6.257700790480769,5.0120221296385346,4.5777415552228895,2.725400745479866,2.6261833767230804,2.4734756525771613,2.333657971074698
8.411730067376382,6.365670408546437,4.948761703244307,4.620574425679348,2.70127602758082,2.5953862373455054,2.466452293214073,2.313130499206976
8.315436481960276,6.2903792531604505,4.901137107955191,4.588458322153506,2.761764796164703,2.5354062629838117,2.451199982151996,2.3083542975115203
8.198466838085025,6.331497866895325,4.894402360933546,4.597126426396031,2.7467853202179735,2.5112001619596356,2.435326078481089,2.2939698682910055
8.119418751833052,6.218321156631664,5.105644853991727,4.526999152553664,2.6826688997616004,2.5347160835950495,2.3976758521370116,2.260876339191177
8.117152701191163,6.211532040712339,5.194674404879493,4.502503151449059,2.6572377859687974,2.5197707326762027,2.4370349718429116,2.2408390013739363
8.221495566927274,6.157847628808023,5.131880417090189,4.447690460403459,2.669750153994457,2.543139058542633,2.4077632919995025,2.214381749171864
8.144411180447545,6.108084414879895,5.106312006067613,4.57789347950524,2.653717004300901,2.554892416581911,2.390265397322699,2.215233285636876
8.042252189265433,6.2855795901088625,5.048142280307354,4.7022908146033355,2.6315384835102913,2.50805438014782,2.3341898854923477,2.182492104572439
8.006019684963292,6.326707734543524,5.033257854006498,4.640180205898784,2.660386885200321,2.4620088378051785,2.29226729688367,2.165246493107363
7.9324202085511715,6.259335900022797,5.033113233498424,4.590196151027968,2.836181181482269,2.4406960367534767,2.3037976060982035,2.122631813845591
7.886386929425964,6.213830083740801,5.135248483205136,4.557604384352492,2.8462925793810383,2.426615740762825,2.289958146018174,2.1234748534138723
